id,title,authors,publisher,published_date,categories,review_score,review_text,review_summary,review_helpfulness,review_time,user_id,profile_name,helpfulness_numerator,helpfulness_denominator,helpfulness_ratio,authors_array,categories_array,author_count,category_count,is_helpful,has_multiple_authors,has_multiple_categories,is_recent_review
B000FNWP9G,Remote Sensing for Environmental Data in Albania: A Strategy for Integrated Management (NATO Science Partnership Sub-Series: 2:),['arthur James Wells'],Unknown Publisher,2000,"['bibliography, National']",1.0,I have not recieve it yet.It have been 30 days and i have not recieve it yet.I dont know what to do,I have not recieve it yet,0/0,1336089600,A3OPDLLYUT9ZJL,lesi,0,0,0.0,"[""['arthur James Wells']""]","[""['bibliography"", ""National']""]",1,2,0,0,0,1
B000FQ4HRQ,Your Baby's First Year For Dummies (For Dummies (Lifestyles Paperback)),"['james Gaylord', 'michelle Hagen']",Pearson Education,2012,Unknown Category,5.0,I gave this as a gift to a couple who are expecting their first baby. They are huge fans of the dummies books so they were excited.,First time expectant parents loved getting this.,0/0,1254096000,A318IUGDNV4EXO,J. T. Hull,0,0,0.0,"[""['james Gaylord'"", ""'michelle Hagen']""]",['Unknown Category'],2,1,0,1,0,1
B000GPIA92,Breeding a Litter: The Complete Book of Prenatal and Postnatal Care (Howell Reference Books),Unknown Author,Unknown Publisher,Unknown Date,Unknown Category,5.0,I LOVE MY NEW BOOK I AM GLAD I FOUND IT AND WAS ABLE TO NUY IT. THE BOOK WAS IS GOOD CONDITION EVEN WITH THE ITEMS ALREADY HIGH LIGHTED THAT I WOULD OF HIGH LIGHTED ANYWAYS. VERY HAPPY WITH MY PURCHASE. THANK YOU,LOVE IT!!!!,0/0,1247011200,A2UW1S98IOYH8J,"""Jeffery S. Windle """"WIFES BOOK CRAZY""""""",0,0,0.0,['Unknown Author'],['Unknown Category'],1,1,0,0,0,1
B000GRH3ZC,Time & Again,['naomi Klein'],Singel Uitgeverijen,2014-09-16,['fiction'],4.0,"It is the future and Mankind has spread to the stars like seeds before the wind. One star system, though, shrouded in mystery, has defied Man's every attempt to visit it. Every expedition to 61 Cygni has found its path inexplicably deflected and has been forced to return home in frustration. In desperation, special agent Asher Sutton was sent on a solo mission, but unlike the others he did not return and 61 Cygni was quietly forgotten.As the book begins, twenty years have passed and, against all odds, Asher Sutton has returned. The mystery only deepens when it is discovered that Asher's ship was damaged many years ago in a crash that left it completely disabled and ought to have killed its sole passenger. The conclusion becomes inescapable; Asher Sutton died but now he's back. As the story develops, we discover Asher is not alone and it's not clear that he's even entirely human. But most importantly, Asher returns bearing an idea that will shake Mankind's beliefs to their foundations.In Time and Again, Mankind is spread thin across the stars and to help hold the frontier he has created biological androids. Created in the lab by chemical means, androids are sterile and cannot reproduce but in all other respects are as human as their creators. None the less, androids are treated as property and bear a mark on their foreheads to distinguish them from &quot;true&quot; humans.Androids dream of one day being acknowledged and treated as the equals of the &quot;humans&quot; and Asher's idea is the key for which they have been searching. Asher soon becomes the center of a struggle between three groups; humans of the present who fear any new idea that might loosen Mankind's tenuous grip on the stars, humans of the future who, via time travel, are waging a quiet war to alter the past to maintain the current status quo, and the androids of the future who struggle to let Asher's idea be born.Simak weaves these disparate elements into a delicious story. Hope you enjoy it as much as I did.",A Gem That You Won't Forget,21/21,957398400,A154RLHYXGM08G,stigmata,21,21,1.0,"[""['naomi Klein']""]","[""['fiction']""]",1,1,1,0,0,0
B000H2MKCM,Humboldt's Cosmos,['gerard Helferich'],Tantor Ebooks,2011-08-31,['science'],5.0,"""Through Alexander von Humboldt's own writings, Gerard Helferich takes us on high adventure from the unforgiving, bug-infested steamy jungles of the Amazon to some of the highest Andean peaks of South America as Humboldt methodically searches for the common thread that connects the """"unity of nature"""".For five years",Explorer and scientist extraordinaire,5/5,1165795200,A2QRKGI8C6C4VO,William J Higgins III,5,5,1.0,"[""['gerard Helferich']""]","[""['science']""]",1,1,1,0,0,0
B000MUUG16,"Ophthalmic Photography, Retinal Photography,Angiography, and Electronic Imaging","['patrick J. Saine', 'marshall E. Tyler']",Butterworth-heinemann Medical,2002,['medical'],5.0,"Readers will undoubtedly benefit from the information resources and descriptive skills of the authors and their ability to convey complex technical tasks in an easily assimilated form. This reference textbook should certainly be a staple text for both students and advanced professionals and can definitely be recommended for its in-depth information and its readable style with profuse, relevant, high quality illustrations. This book will be the standard textbook for ophthalmic photography by which all others are measured for years to come.",Editor: Jnl of Ophthalmic Photography,4/4,1036540800,A26KMHZ6ARKJ01,chris barry,4,4,1.0,"[""['patrick J. Saine'"", ""'marshall E. Tyler']""]","[""['medical']""]",2,1,1,1,0,0
B000MV89DM,MySQL Weekend Crash Course,['steven M. Schafer'],John Wiley & Sons,2003-11-24,['computers'],5.0,"Without this book, I would still be guessing my way through MySQL.I would describe myself as more of a 'hands-on' web developer, so reading long, lengthy books would not be my cup of tea. Then here comes this book - and boy, did it make a difference. The way it was formatted - as stated in the title, just for a weekend (which works great because it makes you want to actually finish it in a weekend, like I did!), is great and I had the book to pace my speed for me, which I like so that I know this book won't actually take me a few months to complete like some of these bigger books.In conclusion, I would suggest that all people to want to learn MySQL (and fast!) should pick this book up.",Very helpful and got me started in MySQL!,5/6,1094083200,AG9G5P489MPXD,Gary King,5,6,0.8333333333333334,"[""['steven M. Schafer']""]","[""['computers']""]",1,1,1,0,0,0
B000NSNL6E,Behavior Problems in Dogs,"['gary M. Landsberg', 'wayne L. Hunthausen', 'lowell J. Ackerman']",Elsevier Health Sciences,2012,['medical'],2.0,"Not much value here. Countless pages spent discussing food, drugs, health issues all possible contributing factors leaving the reader with too much information, unfocused information and tedious reading. Will not recommend to clients.",Such a waste of time and paper,0/3,1294185600,A1LLYBTGDJ6DZE,Niall Sheehan,0,3,0.0,"[""['gary M. Landsberg'"", ""'wayne L. Hunthausen'"", ""'lowell J. Ackerman']""]","[""['medical']""]",3,1,0,1,0,1
0060513659,Yours Until Dawn,['teresa Medeiros'],Amber House Books,2013-05-29,['fiction'],4.0,"this starts like a slow standard in the Regency romance genre. Two people who obviously dislike each other, stubbornly avoid the slightest possibility that they might care for each other until one bends and then the other ... and they fall in love. The flavors are why they came together are different than usual (privileged male injured at war, governess from unknown family) but keep things interesting. It isn't until the twist after they fall in love that I was hooked. It's staying on my book shelf",wait for the twist,1/1,1159228800,A801SSNEQMMYJ,Rachel,1,1,1.0,"[""['teresa Medeiros']""]","[""['fiction']""]",1,1,1,0,0,0
0140146717,Obscure Kingdoms,['edward Fox'],Unknown Publisher,1993-01-01,['java (indonesia)'],4.0,"""As a small person (4'10&quot;), I have always had a fondness for small countries. As a geographer, I enjoy knowing about places most people have never heard of. And as a veteran armchair traveller... Well, this book could hardly miss with me. Edward Fox sets out to explore the mysteries of royalty by visiting a half-dozen small, non-European kingdoms and attempting to meet their respective kings, with varying success. Dressed in his official king-meeting costume of a blue Brooks Brothers suit and tie, Fox meets with royal responses that cover the spectrum: casual affability in Tonga, fierce hostility in Swaziland, democratic divinity on Java. Meeting King Taufa'ahau Tupou IV of Tonga was a snap. Fox simply made an appointment for an interview. He could also observe the King on His Majesty's daily royal bicycle ride cum motorcade. On the other hand, he spent weeks chasing after Sultan Qaboos of Oman as the King made tours and military inspections up and down his nation. Finally Fox gave up hope of an interview, contenting himself with a bow and a limp handshake in a receiving line. Fox met a fair number of Yourba kings, of whom there are roughly 700 in all of Nigeria. Having lost their temporal power to the central government, they are primarily leaders of traditional Yourba religion. Yet kings are usually chosen on the basis of wealth and professional background, not for their knowledge of and belief in these traditions. The Ataoja of Oshogbo was a well-educated, devout Muslim, and thus found himself caught in a serious spiritual dilemma. Besides his own religious duties, his daughter was required by tradition to be high priestess of Oshun, the Yourba Venus, and preside at the goddess's annual festival. Another Royal Annoyance was an Austrian sculptress and sincere devotee of the Yourba gods who, during her 40-year residence in Oshogbo has made the town the cultural capital of Yourba, turned Oshun's grove into a sculpture garden, and erected (if you'll pardon the expression) an ithyphallic statue on the palace grounds. Not the sort of decoration a pious Muslim usually wants to see in his front yard. A monarch's lot is not a happy one! Swaziland turned out to be downright hostile. On his request for an interview, Fox was told, """"I have just been in England. I didn't see the Queen Mother. Do you think I could have seen the Queen Mother just like that?"""" The author's only sight of King Mswati II was at the performance of a long",Small Countries for a Small Reader,6/7,968457600,AMPT8VTNW2NGL,Jana Hollingsworth,6,7,0.8571428571428571,"[""['edward Fox']""]","[""['java (indonesia)']""]",1,1,1,0,0,0
014130121X,The Sin Eater,['melinda Salisbury'],Scholastic Inc.,2015-02-24,['juvenile Fiction'],5.0,"This book is a true gem. It is beautifully written and constructed. The reviewer from Booklist seems to have misunderstood the book when she said that the Sin Eater element was not well integrated -- all of the elements of this book are perfectly integrated. It is, in fact, the Sin Eater &quot;character&quot;(as well as Cole's grandparents, friends and community) that allow Cole to cope with and understand his loss. This is a truly beautiful book with many layers of meaning. It is about the value of family history and experience, the past, community, faith... It's a book that will make you think. It's a book you will want to reread. Don't take it lightly and don't miss it!",This is one of the best young-adult books I've ever read.,3/4,926121600,unknown_user,Anonymous,3,4,0.75,"[""['melinda Salisbury']""]","[""['juvenile Fiction']""]",1,1,1,0,0,0
0205287700,Modern Educational Measurement: Practical Guidelines for Educational Leaders (3rd Edition),Unknown Author,Unknown Publisher,Unknown Date,Unknown Category,5.0,Popham does an excellent job of providing both laymen and educators with appropriate insight into educational measurment. I just finished a graduate level course that used this book as one of its texts. It is an easy read that contains a wealth of information. I felt as if Popham was telling me a story in each chapter. He makes what can sometimes be a pretty bland subject into an interesting and insightful read.,Popham used a textbook,10/11,964656000,ATC8VLG6O7TCR,Victor E. Zimmerman,10,11,0.9090909090909091,['Unknown Author'],['Unknown Category'],1,1,1,0,0,0
0316119601,"Buster Makes the Grade (Arthur Chapter Book, No. 16)",['stephen Krensky'],Little Brown & Company,1999,['juvenile Fiction'],4.0,"""""""Buster Makes the Grade"""" is one of many in a series of Arthur books adapted from television scripts. In this story",If One Tries to Split 20 Candies Evenly...,2/2,1101340800,ARJIAB8SLWAOU,"""George Buttner """"Agent0042""""""",2,2,1.0,"[""['stephen Krensky']""]","[""['juvenile Fiction']""]",1,1,1,0,0,0
0440225450,The Final Detail (Myron Bolitar),['harlan Coben'],Bantam,2011,['fiction'],4.0,"The Final Detail is the sixth book in the Myron Bolitar series. Esperanza is jailed for the murder of a sport's client of MB SortsReps. Esperanza has lawyered up and won't talk to Myron, much to his dismay. Myron then tries to free Esperanza from jail by finding out who murdered their client.The Myron Bolitar series is one of my favorite mystery series. Myron is a sport rep who gets involved in solving mysteries surrounding his clients or other sports figures. This to me is different because he is not a detective, police officer or a private investigator. There is much humor in the books and I find myself laughing aloud. One of the strengths of the Bolitar series are the characters. Myron is very close to his mom and dad and his extended family who are his friends. The characters of Win, Esperanza and Big Cyndi are very entertaining and their relationship to Myron is special.This book was not one of my favorites so far in the Bolitar books but I still liked it very much due to Myron. If you have not tried a Myron Bolitar book, would start with the first book in the series Deal Breaker. You are in for some very entertaining reads.",Love the Myron Bolitar Series,0/0,1347840000,A1BU59FLE42F8K,Lynn T.,0,0,0.0,"[""['harlan Coben']""]","[""['fiction']""]",1,1,0,0,0,1
0446520578,La Profecia Celestina: Una Aventura (Spanish Edition),['james Redfield'],Grand Central Publishing,1996-04-19,"['body, Mind & Spirit']",5.0,"No se si sea un libro de superaci&oacute;n personal, pero en cada una de las iluminaciones, encontr&eacute; algo positivo que aplicar a mi vida personal. Y conste que normalmente soy una persona super esc&eacute;ptica. Adem&aacute;s me gust&oacute; porque es sumamente digerible (f&aacute;cil y agradable de leer). Me gustan las historias que involucran cosas del mundo maya. Repito que soy de naturaleza esc&eacute;ptica, pero al final del libro ya ten&iacute;a yo en mis manos formas palpables de cosas que siempre sent&iacute; en el aire, como el amor, la importancia de agradecer los alimentos y comerlos con gusto y conciencia, y sobre todo: pensar siempre de manera positiva.",Cambi&oacute; mi actitud ante la vida,5/5,903657600,unknown_user,Anonymous,5,5,1.0,"[""['james Redfield']""]","[""['body"", ""Mind & Spirit']""]",1,2,1,0,0,0
0446675911,Satisfaction Guaranteed: What Women Really Want in Bed,['rachel Swift'],Hachette Uk,2001-01-01,['family & Relationships'],3.0,"Overall, I was satisfied with this book. It gives some useful, if not practical tips and suggestions on being under the covers with a woman. Nothing earthshattering or too enlightening here though. If you are looking for insight, check out How to Give Her Pleasure OR The Romantic's Guide by Michael Webb.",Satisfied?,18/24,962323200,unknown_user,Anonymous,18,24,0.75,"[""['rachel Swift']""]","[""['family & Relationships']""]",1,1,1,0,0,0
0465041256,"Little Red Riding Hood Uncloaked: Sex, Morality, and the Evolution of a Fairy Tale",['catherine Orenstein'],Basic Books (az),2003-07,['literary Collections'],4.0,"If there's major fault in Uncloaked, it's not that Orenstien's examination is simplistic--but that it's not exhaustive. It may be surprising that a single fairy tale could offer too much content to cram into a single book, but with Red Riding Hood that's the case. In order simply to keep chapters and book a reasonable length, there's no room to examine every aspect of the tale's source material and multiple retellings--to say nothing of covering every single reinterpretation--so some aspects of the book lack sufficient exploration. But Orenstein provides a strong introduction to and overview of Red Riding Hood: The first few chapters cover early versions of the tale (Perrault, the brothers Grimm, and the old wive's tale that predates both), quoting the source material as well as providing commentary on each version's message and historical context. Latter chapters range from Tex Avery to Angela Carter, from second-wave feminism to folklore scholarship, studying how the tale has changed in more modern years. Some chapters near the tail end of the book begin to lag (in particular nine, The Punishment of Red Riding Hood: Fairy-Tale Fetish, an analysis of fairy-tale imagery in porn), and the texts which precede later chapters sometimes fail to be telling or iconic, but despite these weaknesses Orenstein's research, analysis, and arguments remain strong.Uncloaked is imperfect, and the simple fact that it doesn't cover everything may leave the reader with dangling questions, but Orenstein's broad history of Red Riding Hood is nonetheless satisfying. It's a strong introduction to the roots of the fairy tale and a thoughtful overview of the various, changing roles it's played in modern culture, answering many questions and provoking future thought; the writing is solid, engaging, but never slick, making the book a swift read without sacrificing depth for style. The fairy tale of Little Red Riding Hood has a lot to offer, and Orenstein delivers on much of it: in parts a warning and a lesson, a morality play and a teaching tool, chastising and empowering, misogynist and feminist, this one fairy tale has been appropriated to cover a gamut of human experience and emotion, and that wide-reaching content makes for a fascinating read. I would have preferred some different media selections and perhaps a different focus in later chapters, and would that Orenstein had provided a further reading list (although she does mention multiple resources in the course of the book), but I found the chapters on the tale's roots and Carter-style feminist retellings particularly fascinating and all told I got all I hoped for from Red Riding Hood Uncloaked: a broad, intelligent, approachable introduction to this fairy tale in all its guises. If Red Riding Hood intrigues, Uncloaked will satisfy. I recommend it.",Broad but not exhaustive: a solid introduction to the fairy tales roots and later interpretations. Recommended,2/2,1270598400,A11ON2OFCF6RTV,Juushika,2,2,1.0,"[""['catherine Orenstein']""]","[""['literary Collections']""]",1,1,1,0,0,1
0620353740,Out of Step: Politics and Religion in a World at War,['jack Brian Bloom'],J. Bloom,2005,['antisemitism'],5.0,"""Jack Bloom has been involved in South African politics for the past couple of decades. And he describes many of his experiences in that field. As a supporter of human rights, he has been an opponent of apartheid and an opponent of anti-Semitism.Just as the Dreyfus trial opened the eyes of many people in France, the """"World Conference against Racism"""" (that itself turned out to be a """"festival of hate"""") in Durban in 2001 opened the eyes of many South Africans",An excellent work,0/0,1142208000,AU7ND6NOCX9IA,Jill Malter,0,0,0.0,"[""['jack Brian Bloom']""]","[""['antisemitism']""]",1,1,0,0,0,0
0735712557,Java Message Service (JMS) for J2EE,Unknown Author,Unknown Publisher,Unknown Date,Unknown Category,4.0,"&quot;JMS is a Java Application Programming Interface (API), which allows software applications, components, and objects to create, send, receive, and read messages&quot;. The author starts with an introduction to J2EE, and explains where JMS fit in this technology. Then he gives an introduction to message service, and finally the Java message service. The first three chapters introduce J2EE. EJB(the heart of Java Enterprise technology), session beans, entity beans, and how to reach a session bean and an entity bean as a web client are also discussed. The second section of the book (chapters 4, 5, 6) gives an introduction to message service, MOM, TPM, RPC, ORB.. And finally chapters 7, 8, 9, 10 and 11 discuss Java Message Service. Every section of the book is accompanied by examples and applications.This book targets Java application developers. Although programming experience is assumed, the first 3 intro chapters will give you the details you need.",Great introduction to JMS,7/7,1030838400,ABF4RZMNCYJNS,Ayad Boudiab,7,7,1.0,['Unknown Author'],['Unknown Category'],1,1,1,0,0,0
0791468917,Iron Eyes: The Life And Teachings of Obaku Zen Master Tetsugen Doko,['helen J. Baroni'],Suny Press,2012-02-01,['religion'],5.0,"""Nope, I didn't live in Japan during the 1600's, and I've never met the Obaku Zen monk Tetsugen, but strange as it sounds, this book inevitably sends me on a trip down memory lane. To my college days when my best friend and I were first starting to explore Asian religions and taking a class on the subject from our favorite professor. To the time he threw us for a loop by mentioning a third school of Zen Buddhism in addition to the two we were familiar with (Rinzai and Soto), one that combined meditation with the chanting of the nenbutsu--which to our minds at the time represented the exact polar opposites of Japanese Buddhism. How does that work?! So we went straight to the campus library, assuming naively that if a subject exists, there's a book in English about it. There wasn't, of course. Not a one. Obaku Zen remained a bizarre, unresolved mystery in our blossoming minds.This rather unabashedly anecdotal nostalgia trip highlights, I hope, the pioneering significance of Helen Baroni's continuing scholarship on this otherwise ignored subject, as seen first in her more general study (Obaku Zen: The Emergence of the Third Sect of Zen in Tokugawa Japan) and now again with this excellent new publication, """"Iron Eyes",Ironclad Scholarship,2/2,1175731200,A11GO5VA74HD8K,Crazy Fox,2,2,1.0,"[""['helen J. Baroni']""]","[""['religion']""]",1,1,1,0,0,0
0806987243,Great Bread Machine Recipes,"['better Homes, Gardens']",Better Homes & Gardens Books,1997,['cooking'],5.0,"We have many friends with bread machines, and use our own a fair amount. This is a book we all agree on, regardless of which kind of machine we use.The opening section has information on types of bread machines and conversion tables to figure out how to adjust a recipe, if you need to. This makes the book useful regardless of which machine you use. It also lists various problems people tend to have when using bread machines, and lists ways to fix each one.The recipes are delicious! My copy of the book has a permanent crease on the Italian Bread recipe, which I make all the time. It lists a nutritional analysis for each recipe, so you know exactly how many calories, sodium, fat, etc. are in the bread. There are cheese breads, herb breads, oat breads, sourdough, you name it.If you're looking into a bread machine, or have one already, be sure to get this book!",Great reference for any bread machine user,11/12,971740800,A3V6Z4RCDGRC44,"""Lisa Shea """"be the change you wish to see in t...""",11,12,0.9166666666666666,"[""['better Homes"", ""Gardens']""]","[""['cooking']""]",2,1,1,1,0,0
081223913X,Doctor Franklin's Medicine,Stanley Finger Uncovers The Instrumental Role That This Scientist,And Statesman Played In The Development Of The Healing Arts—enhancing Preventive And Bedside Medicine,hospital care,Franklin Approached Medicine In The Spirit Of The Enlightenment And With The Mindset Of An Experimental Natural Philosopher,5.0,"""Psychology professor Stanley Finger extends his repertoire of books on the history of medicine with Doctor Franklin's Medicine, an intriguing look at founding father Benjamin Franklin's contributions to the field of medicine. In his life, Franklin founded the first major civilian hospital and medical school in the American colonies, studied the effectiveness of smallpox inoculation, invented bifocals and the """"long-arm"""" to make life easier for the aged and afflicted",An intriguing look at founding father Benjamin Franklin's contributions to the field of medicine,2/2,1144368000,A14OJS0VWMOSWO,Midwest Book Review,2,2,1.0,['Stanley Finger Uncovers The Instrumental Role That This Scientist'],['Franklin Approached Medicine In The Spirit Of The Enlightenment And With The Mindset Of An Experimental Natural Philosopher'],1,1,1,0,0,0
0821408798,At the Palaces of Knossos: A Novel,"['nikos Kazantzakis', 'theodora Vasils']",Unknown Publisher,1988,['fiction'],5.0,"This novel derives from a series of stories written byKazantzakis for a youth's magazine. The novel utilizes Kazantzakis'graceful style to add even more magic to this fantastic myth. In the beginning, a young traveler is found surveying the grounds of the Palace of Knossos, raising suspicions with security guards and catching the eye of the young princess Ariadne. The young traveller turns out to be Theseus, a prince who desires to free his people from the tyranical King. Included is the infamous minotaur and many greek gods. This novel remains interesting and exciting all throughout the story, and can be recommended to any age group. END",at the palaces of knossos,23/24,954806400,unknown_user,Anonymous,23,24,0.9583333333333334,"[""['nikos Kazantzakis'"", ""'theodora Vasils']""]","[""['fiction']""]",2,1,1,1,0,0
0823056600,Watercolor for the Serious Beginner: Basic Lessons in Becoming a Good Painter (Practical Art Books),['mary Whyte'],Watson-guptill,1997,['art'],5.0,"Watercolor for the Serious Beginner: Basic Lessons in Becoming a Good Painter (Serious Beginner)this is a fantastic book. The information is clear and concise, and the lessons move one along at a good pace. I should mention that the title of this book is a key to understanding it. This book is for the SERIOUS watercolorist. If one wants to really become serious about their water color studies. This is an excellent place to begin.",GREAT STUFF,3/4,1200268800,A38Z55HYVGFOKW,Robert H. Voight,3,4,0.75,"[""['mary Whyte']""]","[""['art']""]",1,1,1,0,0,1
0829814469,Crossing Over: Liberating the Transgendered Christian,"She Encourages Those Who Are Transgendered To Seek Sources Of Spiritual Strength, Join The Struggle For Justice In The Church, In The Larger Society.""",Http://books.google.com/books?id=uuqpaqaaiaaj&q=crossing+over:+liberating+the+transgendered+christian&dq=crossing+over:+liberating+the+transgendered+christian&hl=&cd=1&source=gbs_api,Unknown Date,Http://books.google.com/books?id=uuqpaqaaiaaj&dq=crossing+over:+liberating+the+transgendered+christian&hl=&source=gbs_api,5.0,"If you or a loved one is transgendered and you have felt in conflict with your Christian faith, help and enlightenment are finally here. Being transgendered and a Christian do not have to be in conflict. As a transgendered Christian, I wish this book had been written years ago. It provides biblically based information to educate those who are transgendered and those who are open to the truth. Churches that are open and affirming to all Christians would do well to include this in their library and to also circulate it amongst both clergy and lay leaders. The book offers many practical ways that Church communities can embrace our little known group.",A Timely Blessing,10/10,1028505600,AMIJ42CJQOPIP,Richard Olson,10,10,1.0,"['She Encourages Those Who Are Transgendered To Seek Sources Of Spiritual Strength', 'Join The Struggle For Justice In The Church', 'In The Larger Society.""']",['Http://books.google.com/books?id=uuqpaqaaiaaj&dq=crossing+over:+liberating+the+transgendered+christian&hl=&source=gbs_api'],3,1,1,1,0,0
0834115956,Fly Away,['kristin Hannah'],St. Martin's Press,2013-04-23,['fiction'],4.0,"I didn't know if I was going to enjoy this book. But once I picked it up, it just grabbed me from the beginning. Mike is a WWII avaiation vet who has just recieved notice that he has 3 to 6 months to live. Mina is a professor who has just been forced to retire after 41 years as a music teacher at a college. Fate brings them together and forces them to acknowledge their own shortcomings and accept their faith in God's methods. Mina forces Mike to look to God for the answers and Mike forces Mina to actually live.The story has wonderful characters--especially the grandkids. The world does look different through the eyes of children.I would recommend this book to anyone--but have a box of kleenex near by--one just won't cut it!",A wonderful story about accepting life as it is dealt to you,24/24,1024012800,A20MN959ZZH2DU,"""J. Peterson """"jenpeterson""""""",24,24,1.0,"[""['kristin Hannah']""]","[""['fiction']""]",1,1,1,0,0,0
0872202984,Monologion and Proslogion With the Replies of Gaunilo and Anselm,['anselm'],Hackett Publishing,1996-02-01,['philosophy'],5.0,"""Saint Anselm of Canterbury (1033-1109) was a medieval philosopher, theologian, prior of Bec, and Archbishop of Canterbury from 1093 to 1109. This volume includes the Monologion, the Proslogion, Gaunilo's reply to the ontological argument, and Anselm's reply to Gaunilo's reply. Anselm is known by the motto """"faith seeking understanding."""" However",St. Anselm,3/3,1214352000,A7BMU8ZJJ77I0,Mithridates VI of Pontus,3,3,1.0,"[""['anselm']""]","[""['philosophy']""]",1,1,1,0,0,1
0875580904,Gandhi As a Political Strategist: With Essays on Ethics and Politics (Extending horizons books),['gene Sharp'],Boston : P. Sargent Publishers,1979,['history'],3.0,"I read this book after reading Sharp's series &quot;The Politics of Nonviolent Action&quot;, a masterpiece of originality, clarity and thoroughness. And I've been quite interested in Gandhi and his philosophy for years. So I was really disappointed in this book, which seems to be a half-hearted collection of Sharp's essays on Gandhi--and some that aren't even on Gandhi. (Hence the subtitle, &quot;with essays on ethics and politics&quot;.) Nonetheless, the book is hard to find, so I'll wrote the table of contents here.ContentsIntroduction by Coretta KingPART ONE: GANDHI AS A POLITICAL STRATEGIST1. Gandhi's Political Significance2. Origins of Gandhi's Use of Nonviolent Struggle: A Review-Essay on Erik Erikson's &quot;Gandhi's Truth&quot;3. Gandhi on the Thoery of Voluntary Servitude4. Satyagraha and Political Conflict: A Review of Joan V. Bondurant's &quot;Conquest of Violence&quot;5. The Theory of Gandhi's Constructive Program6. Gandhi's Evaluation of Indian Nonviolent Action7. India's Lesson for the Peace Movement8. Gandhi's Defense Policy9. Gandhi as a National Defense StrategistPART TWO: ESSAYS ON ETHICS AND POLITICS10. Type of Principles Nonviolence11. Ethics and Responsibility in Politics: A Critique of the Present Adequacy of Max Weber's Classification of Ethical Systems12. Morality, Politics, and Political Technique13. Nonviolence: Moral Principle or Political Technique? Clues from Gandhi's Thought and ExperienceAPPENDICESA. Shridharani's Contribution to the Study of Gandhi's TechniqueB. The War in 1942C. Glossary of Indian TermsD. Sources for Further StudyE. Recommendations for Course UsageF. Suggestions for Preparing Courses on Gandhi...and that's about it.Sharp has some great points here. One of the best is that, while Gandhi is often thought to have judged his movement a failure towards the end of his life, this isn't the whole story; Gandhi published an enormous amount, writing constantly for various newspapers and talking to many reporters, and while he judged his movement a failure on some days on other days he judged it a success; one should really look at an analysis of the movement itself, not Gandhi's changing evaluations. He also talks about Gandhi's thoughts on a potential nonviolent defense strategy, which was simply inadequate and not thought through very well. This is something that is often neglected in studies of Gandhi's thought. Also, his chapter on categories of nonviolence may be useful for some.The most annoying thing about this book is that many of the chapters are atrociously redundant. 8 and 9 in particular, as well as 11 and 12. The writing is already a little bit dry, and two chapters which both say the exact same thing, one a little worse than the other, doesn't help at all. Sharp should have put in a few more hours of work and combined them. Also, some essays, such as the third chapter, are largely quotes of Gandhi with little added.Finally, I'd say that this book is only for those who are excessively interested in Gandhi. But I would repeat that Sharp's Series on &quot;The Politics of Nonviolent Action&quot; is, unlike this uninspired collection, magnificent.",...,14/14,1073865600,A229PUDZSX182Q,sasha_,14,14,1.0,"[""['gene Sharp']""]","[""['history']""]",1,1,1,0,0,0
0919619207,WOMEN AND REVOLUTION (Black Rose Books; No. E18),Unknown Author,Unknown Publisher,1985,['great Britain'],5.0,"These series of essays, edited by Lydia Sargent, many aspects of the debate surrounding combining socialism and feminism in such a way that does justice to feminism.I give this book an A+. The contributors are articulate and informed. Their arguments, from redefining patriarchy to restructuring Marxism, are concise and thought-provoking.",Heidi Hartmann's essay raises needed debate,7/8,944092800,A3UBK3LT76SBZN,Sundance,7,8,0.875,['Unknown Author'],"[""['great Britain']""]",1,1,1,0,0,0
0963926810,"The Complete Guide to Hassle Free Car Buying: The Complete, Step-By-Step Guide for Buying a New or Used Car or Truck Without the Hassle",['jake Jacobs'],Jacobs House,1998,['transportation'],5.0,"Just as Location, Location, Location is the most important thing in real estate, Knowledge, Knowledge, Knowledge is most important when making a competent purchase. The more expensive the item being purchased, the more important the knowledge.A car is a very big item to purchase. The more you know, the better. Jake has made it possible to know more than ever the next time I, or you, go to buy a new car. I will have this book in my hip pocket and it will be well thumbed...unless, that is, I just let him do all the work for me on his new web site...oops, I maybe should not have let the cat out of the bag. It will be a great boost for us &quot;marks&quot; the next time we sit down across from the &quot;super-shark&quot; salesman.Thanks, Jake.","KNOWLEDGE, KNOWLEDGE, KNOWLEDGE",2/2,954979200,A24KZKECSCS8L8,Dennis Denlinger,2,2,1.0,"[""['jake Jacobs']""]","[""['transportation']""]",1,1,1,0,0,0
1558704493,The Encyclopedia of Joint Making,['terrie Noll'],Chartwell Books,2015-08-12,['crafts & Hobbies'],5.0,This book covers nothing but joint making! It covers the tools needed and shows it in a step by step manner. It has photos/pictures of *every* step for *every* joint. I highly recommend it to every person working with wood,Best book on Jointmaking I have seen/read!,7/7,873244800,A1HQD5D4ICA9DA,Kam Bansal,7,7,1.0,"[""['terrie Noll']""]","[""['crafts & Hobbies']""]",1,1,1,0,0,0
